text,label,source
Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,1,LIAR
The state budget has gone up over 80 percent under Rick Perry.,1,LIAR
On using embryonic stem cells for medical research.,1,LIAR
Barack Hussein Obama will ... force local authorities to allow Occupy protesters to live in parks.,0,LIAR
"Ebola is incredibly contagious, very transmissible and easy to catch.",0,LIAR
Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia.,0,LIAR
"This hotel has a great location, and very friendly staff. However, the physical condition of the property has certainly fallen behind the competition. I use to be a regular at this hotel . . . but have not been back for 15 years. Rooms have not been well maintained (old carpets frayed at doors), wall paper peeling off of the walls, TV's from the 80's. There is currently construction going on in the lobby area, making it impossible to get to the restaurant without leaving the hotel and walking to an outside door.
",1,Spam
"Because the EPA closed a lead smelter in Missouri, all lead for bullets will have to come from overseas!",0,LIAR
"I have to thank the Ambassador East Hotel for providing a really great experience for my family. We never leave our dog at home when we travel, and it's been a long time since we've been able to find a place of this caliber that allows pets. The staff even spent time cooing over how cute our dog is when we asked about local clothing boutiques. My husband liked the fitness room. It was nice and clean, with plenty of extra towels available. It was colder than we expected with the wind blowing in off the water, but the concierge knew exactly where we should go for jackets and scarves. We will definitely be staying here next time we visit Chicago. We would make the trip just to stay here. That's how welcome we felt when we stayed at this hotel.
",1,Spam
Georgias U.S. senators voted for legislation that would gut clean air protections and increase oil dependence.,1,LIAR
Says Milwaukee County elected officials drive around in luxury cars on your dime.,0,LIAR
"The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.",0,LIAR
8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.,1,LIAR
(Pete) Sessions has held at least two fundraisers at adult-themed clubs and made no apologies.,1,LIAR
"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""",1,LIAR
"When it comes to protesters in Madison, almost all are now from outside of Wisconsin.",0,LIAR
"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.",0,LIAR
The Georgia Regional Transportation Authority concluded that light rail in Cobb County would more than double commute time and would therefore be unsuccessful in alleviating traffic congestion.,0,LIAR
After Massachusetts passed a mandatory health insurance law their mortality rate went down...it saved lives.,1,LIAR
"Average families are spending roughly $2,000 more a year on energy costs. ... It's like a $2,000 energy tax in just the last seven years, more than three times what the typical American family received from the Bush tax cuts.",1,LIAR
"Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.",0,LIAR
"Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.",0,LIAR
Less than 1 percent of all the education dollars that we spend are spent on private (school) voucher programs.,1,LIAR
"For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers.",1,LIAR
"I was very much looking forward to our stay at this hotel, after hearing all the good things about it. Unfortunately, it was a very underwhelming experience, to say the least. But let me begin with the things that I do like about the hotel. First off, it is located my favorite part of Chicago - the leafy, affluent part of town that is Chicago's equivalent of Manhattan's Upper East Side, complete with sidewalks, quiet tree-lined streets, real old-school townhouses (instead of ugly towering monstrosities that are 21st century condominiums), cute boutiques (instead of Gap, Banana Republic and other mainstream mass-produced brands) and, of course, Hermes of Paris (which warrants a separate mention). I also like the small intimate lobby area with old leather couches, cherry colored wooden furnitures, area rugs and distinct artwork. The very reason why I always tend to gravitate toward smaller boutique hotels instead of impersonal chains. I definitely love the room. While the space issue is not as bad in Chicago as it is in Manhattan, getting a 400-sqft guestroom for our weekend getaway is not an easy task. So we were delighted to see that our room comes with generous, ample bathroom, double sink, massive king bed AND still enough space to walk around, do a chicken dance, and strut my Herve and Louboutins in. My only reservation was the lack of natural light - the windows were definitely inadequate to allow sunlight to find its way into our 11th-floor room, but then again Delaware St is not exactly the widest street in town and there are buildings in front of us, so can't have it all! Yet one thing that really disappointed us was the service, or lack thereof. I mean, seriously. They don't call it the 'hospitality' industry for no reason. I did pay a premium to stay in smaller boutique hotels such as this so I do get a service that is a little bit more personalized than the kind that I would be getting from say, a 3000-room Vegas hotel. First, I called in to reconfirm my reservation. The lady on the phone was anything but courteous and competent. First off, she was not able to find my reservation and I was transferred to the front desk staff, to whom I had to explain myself all over again (my pet peeve when it comes to on-the-phone customer service). The person who manned the reception desk was not friendly, nor was he at all competent either. Case in point - he had to send the slip of paper on which I agree to the nightly rate and duration of stay up to the room after we checked in, which clearly indicated that he must have forgotten when we were actually down there. But the real kicker was when we ordered room service after arriving - it was about 1AM. As a general rule, I am never, ever, a big fan of room service, having had my fair share of bad food that they slap 18% gratuity, 10.5% tax (and still expect a tip) on during my days globetrotting on the company's expense account. Think overcooked steaks, lukewarm soup, bread hard enough to knock someone out, and ice-creams that are already half melted by the time it reaches your suite. So I really wasn't expecting hotels as small as Talbott to have a 24-hour room service, but lo and behold, they do. I placed an order of chicken BLT, which (to my initial delight) came in within 20 minutes. Then after the customary of the invoice and the involuntary yet customary tip of $2 on top of the 18% service fee (refer above) I opened the cover only to find something that looked like it was picked up from the garbage bin, microwaved and served on a plate with a bag of Lay's chips (lightly salted flavor). The bread looked like someone stomped on it, the L and T looked like it was 2 days old, the B was unrecognizable, and the chicken was burnt and cold. It was pathetic room service at its finest. We did get the item taken off our bill (rightfully so too) but the front desk person was, instead of apologetic, defiant. The whole thing was just very upsetting and for a hotel as high-end as this to be able to leave such a bad impression within the first hour of arriving, it's quite an accomplishment in and of itself. We won't be coming back, unfortunately.
",1,Spam
